G,R,2B,3B,HR,RBI,SO,BA,OPS,GDP,SF,Salary
143,61,19,1,16,60,92,0.243,0.677,16,6,6.544264054
147,72,32,1,23,58,116,0.241,0.746,9,5,6.419325318
141,62,23,4,22,79,94,0.239,0.741,12,5,5.604961895
150,56,36,1,8,58,58,0.236,0.658,14,9,6.942204063
131,66,32,1,21,74,110,0.236,0.768,9,1,5.567516514
161,101,24,5,8,60,63,0.372,0.869,6,3,6.894318519
147,129,27,3,45,101,41,0.362,1.422,5,3,7.382435158
154,115,49,2,32,96,72,0.347,1.088,12,6,7.145863151
140,111,41,0,27,104,95,0.34,0.981,10,3,6.449381885
156,124,39,2,39,126,74,0.337,0.989,19,8,7.122797847
154,108,47,2,16,76,45,0.335,0.886,10,16,6.479345171
156,104,32,0,48,121,87,0.334,1.017,15,4,6.780375167
135,72,32,2,19,86,91,0.334,0.893,15,4,6.926503202
154,133,51,2,46,123,52,0.331,1.072,21,9,6.941743169
162,100,22,12,3,49,35,0.326,0.781,9,2,6.443132998
146,101,44,2,24,99,36,0.324,0.915,16,6,6.913914075
142,80,35,1,22,88,104,0.321,0.919,7,2,6.403624457
147,86,32,0,3,51,41,0.319,0.789,12,4,7.019257222
136,97,37,10,20,97,87,0.318,0.921,12,4,6.479345171
145,99,32,1,36,103,62,0.318,0.951,25,7,6.859556413
160,104,40,3,30,106,101,0.316,1.016,10,6,6.894318519
150,83,33,3,23,86,97,0.316,0.872,16,6,6.859556413
134,56,36,0,9,76,66,0.314,0.828,18,4,5.576255184
148,78,37,3,15,63,70,0.314,0.829,6,5,6.821767852
142,109,32,4,34,124,92,0.314,1.007,8,7,7.017164266
160,114,33,9,22,99,89,0.313,0.836,11,4,6.081405162
140,96,41,3,28,109,111,0.311,0.993,11,6,5.581504354
162,107,40,2,34,150,73,0.311,0.894,24,14,6.780375167
148,68,36,3,15,80,49,0.31,0.812,18,6,6.49637851
140,94,38,2,24,69,91,0.31,0.905,5,2,5.612884079
152,108,44,0,43,130,124,0.308,1.009,17,7,7.403624457
157,82,41,12,11,59,71,0.308,0.794,15,5,6.348576891
145,91,22,3,5,38,60,0.307,0.735,6,6,5.558526417
145,118,28,8,31,93,116,0.305,1.006,7,3,6.704654453
153,103,37,0,31,99,86,0.305,0.891,10,6,6.894318519
150,123,35,6,20,94,71,0.304,0.857,8,3,6.984495149
123,67,31,1,16,62,72,0.304,0.825,10,4,6.801564466
159,118,47,1,30,105,116,0.301,0.971,5,7,7.106711028
153,102,38,3,42,111,150,0.301,1.061,4,8,7.035647672
150,94,47,3,41,139,133,0.301,0.983,12,8,6.74298124
159,83,53,1,16,87,128,0.301,0.863,11,6,5.594622762
154,89,31,4,15,72,75,0.299,0.827,15,7,5.612884079
130,76,23,3,2,47,52,0.298,0.713,6,0,5.612884079
162,109,34,2,31,108,103,0.298,0.912,11,5,6.926503202
126,74,21,0,17,55,39,0.298,0.786,13,6,6.678002258
139,78,24,2,15,71,69,0.297,0.79,8,2,5.585740074
157,92,27,2,29,104,74,0.297,0.853,9,5,6.507373949
150,74,36,0,18,74,91,0.297,0.857,16,6,6.599919102
152,104,26,19,11,55,81,0.296,0.781,2,6,5.586555141
148,83,22,17,5,60,94,0.296,0.77,6,2,5.586555141
137,67,30,1,18,73,126,0.296,0.872,11,1,6.907479965
125,79,29,1,7,69,74,0.295,0.746,9,4,6.21970786
160,101,31,1,33,112,148,0.294,0.879,20,8,5.586555141
148,88,28,3,27,104,92,0.294,0.849,14,3,6.423827843
155,106,36,3,39,106,80,0.293,0.919,12,6,7.059128768
158,87,44,1,27,85,77,0.293,0.87,17,3,6.894318519
134,75,15,3,6,47,53,0.293,0.697,12,6,5.558526417
154,111,44,1,23,78,99,0.292,0.823,19,2,7.311854084
143,67,33,1,18,77,75,0.291,0.821,14,5,6.724857839
150,91,12,7,2,47,68,0.291,0.72,15,4,6.750411974
148,82,28,3,7,59,62,0.291,0.741,12,6,6.841073007
154,117,30,1,36,121,83,0.29,0.927,16,8,7.195348515
139,66,26,1,11,77,40,0.289,0.757,15,4,6.894318519
145,96,34,8,27,107,96,0.289,0.88,23,11,6.562130541
147,78,31,1,26,105,121,0.289,0.859,16,5,7.010824088
154,119,43,12,14,73,73,0.289,0.803,4,2,6.466116905
159,90,32,9,4,62,70,0.288,0.71,6,3,5.635894322
134,55,32,6,16,65,64,0.287,0.826,13,8,6.27173686
128,65,31,2,8,56,77,0.287,0.751,11,8,6.593288523
149,84,37,0,10,72,78,0.287,0.728,14,10,6.941743169
141,64,27,1,11,65,66,0.286,0.733,20,3,6.683465154
143,68,29,2,13,80,49,0.286,0.758,22,6,6.690643774
155,112,24,2,36,106,131,0.286,0.888,18,7,7.339083737
157,84,34,6,14,81,98,0.286,0.772,16,7,6.625473207
143,45,29,3,8,53,60,0.285,0.75,11,5,5.587910195
159,97,33,7,23,94,80,0.284,0.849,12,9,6.956466426
152,87,30,0,15,82,48,0.284,0.787,10,8,6.443132998
150,94,30,4,37,110,124,0.283,0.916,7,3,6.178315175
143,91,39,3,20,73,111,0.283,0.814,11,5,5.597279006
141,77,38,1,23,108,69,0.283,0.851,16,6,5.579025812
134,82,31,6,23,74,96,0.283,0.833,10,5,5.625473207
152,78,48,1,12,70,98,0.282,0.774,18,2,6.122797847
120,95,28,8,17,65,60,0.282,0.848,6,4,6.938737659
156,100,47,0,24,63,94,0.281,0.806,8,3,6.734617676
145,101,34,2,38,112,117,0.281,0.929,6,2,6.257496421
136,79,27,3,16,74,88,0.28,0.762,12,6,5.586555141
139,76,23,1,15,68,113,0.28,0.768,7,4,5.612884079
140,55,35,1,14,83,78,0.28,0.772,15,6,6.758098772
155,65,19,4,8,51,52,0.28,0.684,6,5,5.587910195
145,77,32,4,28,91,121,0.28,0.807,7,7,6.813798922
146,95,36,4,8,54,125,0.279,0.735,13,2,5.894318519
143,103,24,5,14,59,71,0.279,0.758,9,5,6.649606886
145,78,26,2,22,90,83,0.279,0.773,22,4,6.382435158
144,70,20,5,10,48,92,0.278,0.757,10,2,6.551227178
161,90,39,1,32,98,128,0.278,0.86,14,5,6.871455659
132,65,20,6,5,34,40,0.277,0.688,6,2,5.558526417
143,74,21,8,3,28,88,0.277,0.743,7,0,5.586555141
155,84,22,0,41,117,107,0.277,0.894,23,5,6.984495149
150,109,25,0,20,70,84,0.277,0.787,21,4,6.941743169
159,107,38,3,32,110,149,0.276,0.855,13,8,5.821767852
125,87,20,0,29,77,99,0.276,0.898,21,4,6.837280018
142,92,24,1,2,35,49,0.276,0.671,11,2,6.413843622
144,72,33,3,22,84,85,0.276,0.79,18,5,6.010824088
157,83,41,4,7,75,106,0.275,0.734,8,8,6.324443211
145,84,31,4,8,46,64,0.274,0.693,15,4,6.652531439
143,97,28,1,42,105,144,0.274,0.977,10,4,7.166576748
139,67,31,4,15,65,94,0.273,0.795,9,8,5.559249639
159,107,50,2,4,53,95,0.273,0.72,3,6,5.619224257
114,65,32,2,7,44,97,0.272,0.727,3,2,6.783260826
131,45,28,2,11,77,27,0.272,0.729,27,3,6.625473207
137,72,31,0,21,81,92,0.272,0.881,24,1,7.035647672
134,82,34,2,23,67,83,0.272,0.809,17,1,6.020924415
152,93,36,3,28,88,139,0.271,0.839,19,3,5.628441062
148,93,43,3,35,131,113,0.271,0.867,22,8,5.780375167
162,92,28,1,36,94,82,0.271,0.823,14,7,6.926503202
138,79,37,0,23,81,101,0.271,0.805,23,2,6.895985678
131,58,31,1,17,61,69,0.271,0.783,19,4,6.956466426
135,73,32,7,12,58,98,0.27,0.779,12,4,5.589261034
152,76,28,3,12,67,99,0.27,0.758,15,2,6.289577689
141,68,25,2,10,61,98,0.27,0.699,17,2,5.583832282
128,74,26,0,32,99,115,0.269,0.907,11,11,7.348576891
159,121,36,9,38,104,101,0.267,0.915,8,7,7.035647672
141,72,24,0,19,67,123,0.267,0.786,12,1,6.319451265
156,104,29,2,27,89,131,0.266,0.842,12,3,7.195348515
161,105,34,0,46,102,195,0.266,0.956,8,0,5.729765173
157,92,28,1,28,86,114,0.266,0.811,17,2,7.285525145
157,91,33,6,24,72,168,0.266,0.771,7,1,5.7626464
129,47,21,0,20,54,78,0.266,0.806,14,3,7.258941662
137,87,29,4,23,80,128,0.265,0.793,16,5,7.122797847
138,93,37,3,17,82,177,0.264,0.817,8,3,5.771601242
161,74,38,3,10,62,54,0.264,0.689,16,10,6.859556413
142,69,27,9,16,55,112,0.264,0.766,4,5,5.565705002
157,88,36,6,27,93,152,0.264,0.798,19,6,6.997859111
155,97,35,5,29,82,169,0.264,0.853,11,3,6.142103003
141,45,23,0,12,63,107,0.263,0.727,15,3,6.558526417
134,72,27,6,8,43,87,0.262,0.693,10,2,5.652531439
154,56,31,7,4,49,59,0.262,0.665,11,4,5.894318519
138,63,20,1,23,76,72,0.262,0.823,10,5,6.956466426
148,105,29,1,22,70,96,0.262,0.795,19,2,7.173323235
154,85,34,4,29,91,147,0.261,0.833,24,2,7.160586408
144,63,30,2,17,66,82,0.261,0.757,15,3,5.581092245
143,57,17,4,8,55,56,0.26,0.693,12,4,6.257496421
154,68,29,0,23,88,61,0.258,0.796,15,9,6.683465154
127,66,17,0,24,84,130,0.257,0.821,10,6,6.709794092
140,77,21,6,13,62,106,0.256,0.765,5,5,6.257496421
160,112,39,2,32,67,152,0.255,0.872,6,3,5.65543643
151,69,22,1,24,80,117,0.254,0.742,12,1,6.719894419
126,69,21,0,35,80,133,0.253,0.849,9,3,7.285525145
134,72,31,5,11,51,59,0.252,0.739,9,3,5.594089558
148,74,30,0,24,83,135,0.251,0.74,18,4,6.997859111
137,69,20,1,30,96,96,0.248,0.847,14,7,7.26704173
131,63,24,2,12,64,84,0.246,0.742,10,4,7.028348433
155,66,23,3,15,69,109,0.246,0.688,14,6,6.035647672
155,65,22,6,17,75,114,0.246,0.739,3,7,5.606449969
154,85,27,7,12,39,105,0.244,0.677,7,1,5.683465154
153,76,25,8,21,78,117,0.242,0.766,6,8,6.479345171
157,76,30,2,32,110,78,0.241,0.728,14,10,6.257496421
140,59,19,5,2,23,88,0.241,0.645,5,3,6.582007696
142,89,22,4,27,82,146,0.241,0.81,11,5,5.599919102
144,67,25,0,21,69,81,0.239,0.717,14,5,5.612884079
151,70,34,1,22,64,141,0.239,0.744,20,6,5.559249639
144,67,26,3,25,82,129,0.239,0.745,19,6,7.178315175
135,63,30,2,16,62,86,0.236,0.704,11,2,6.633464575
159,67,30,3,23,79,126,0.232,0.689,17,4,6.528563194
140,76,30,1,30,76,143,0.231,0.798,5,3,6.780375167
125,73,20,3,30,70,139,0.216,0.76,5,2,6.780375167
157,137,51,1,43,124,65,0.359,1.106,13,5,6.049925871
160,135,49,5,33,117,72,0.358,1.088,19,7,7.120989226
130,111,22,1,45,90,58,0.341,1.278,7,2,7.313167305
157,96,47,1,13,100,54,0.33,0.874,21,7,6.908596718
155,126,37,2,39,132,55,0.33,1.023,16,8,7.137076046
146,85,45,5,19,85,77,0.326,0.938,11,6,6.49362337
150,84,29,3,6,58,40,0.325,0.815,9,3,7.033535421
154,117,36,1,37,104,94,0.325,1.014,22,5,7.333101417
119,87,25,3,10,52,88,0.324,0.844,10,1,7.241811397
160,95,46,3,29,99,73,0.317,0.926,20,4,7.049925871
161,118,49,5,33,117,80,0.317,0.909,21,8,5.811686705
145,101,49,2,21,69,80,0.316,0.917,7,4,5.596057076
159,80,49,4,29,116,83,0.315,0.885,15,4,6.824037143
152,99,19,6,6,39,60,0.314,0.778,7,1,6.7814251
121,73,38,1,3,38,64,0.314,0.782,12,2,6.836046051
154,74,28,4,13,72,62,0.314,0.814,17,4,6.192593374
154,100,29,8,9,58,91,0.314,0.822,11,2,5.572804616
131,68,30,1,13,81,59,0.313,0.825,14,3,6.956021368
137,63,35,3,11,74,55,0.312,0.824,13,5,5.657976226
159,111,29,8,13,62,69,0.312,0.788,3,1,6.764690266
136,77,28,2,31,86,95,0.311,0.928,16,3,5.794653366
162,91,47,3,34,107,80,0.311,0.922,19,9,5.607566722
144,77,36,0,15,65,50,0.31,0.866,16,5,6.836046051
141,91,43,4,28,88,104,0.309,0.957,10,5,7.025102287
141,102,14,10,26,100,81,0.307,0.911,8,7,6.873834612
136,90,44,2,13,73,66,0.307,0.823,10,11,6.704835782
134,81,24,6,28,87,96,0.306,0.975,3,3,6.697743352
160,106,33,9,14,72,103,0.306,0.785,14,7,5.713731458
153,103,33,2,27,106,83,0.305,0.92,10,6,7.220622087
162,100,28,7,1,41,35,0.305,0.734,9,3,6.137076046
156,92,46,4,26,104,67,0.304,0.934,19,3,6.697743352
136,76,33,1,16,69,105,0.304,0.797,10,5,6.535016055
135,86,28,4,7,45,94,0.303,0.784,8,3,5.572804616
161,117,38,1,42,145,137,0.302,1.019,9,7,7.339960482
157,93,32,5,28,89,77,0.302,0.865,27,3,6.36285509
156,120,37,13,28,105,61,0.301,0.87,10,10,7.11687266
158,99,35,1,20,101,126,0.3,0.877,13,7,7.054724753
143,89,33,3,29,90,97,0.3,0.872,16,3,5.57640874
149,82,33,3,20,79,82,0.3,0.79,14,6,6.396713357
142,67,38,1,11,65,55,0.3,0.843,9,6,6.33872141
133,83,34,6,13,59,62,0.299,0.823,9,3,6.438106042
134,93,34,6,20,88,58,0.299,0.941,12,4,6.877322932
161,124,30,6,47,118,126,0.298,0.995,16,6,7.36285509
162,95,47,2,17,80,64,0.297,0.807,18,9,6.614197301
130,77,39,1,22,93,85,0.297,0.86,13,3,6.697743352
144,90,36,3,16,85,92,0.297,0.843,18,5,7.095683361
155,78,34,7,29,85,130,0.297,0.909,16,4,6.910263877
124,81,30,2,28,95,120,0.296,0.913,12,3,6.794653366
140,97,32,8,12,46,51,0.296,0.801,6,6,6.095683361
157,103,37,4,11,75,108,0.295,0.771,9,5,6.614197301
159,111,35,5,35,117,125,0.294,0.902,17,7,7.001479242
157,95,33,5,18,90,81,0.294,0.799,10,10,6.572804616
145,72,25,0,24,98,95,0.294,0.895,17,7,6.697743352
156,130,35,10,15,61,76,0.292,0.794,1,4,6.438106042
131,76,29,2,14,69,113,0.292,0.845,5,9,6.627162278
147,71,19,3,14,80,58,0.291,0.758,19,3,6.843871388
158,100,35,1,31,113,91,0.291,0.83,20,7,6.718932652
131,80,31,1,16,72,61,0.291,0.8,12,7,6.748895875
156,114,36,5,38,91,130,0.29,0.863,8,2,5.998773348
156,89,32,8,11,78,128,0.289,0.742,10,6,5.572804616
122,87,30,3,14,63,38,0.289,0.799,16,4,6.55432121
137,62,23,4,22,87,79,0.289,0.829,13,5,6.836046051
153,110,35,6,25,93,108,0.288,0.927,10,3,6.639751406
128,79,39,2,31,101,83,0.288,0.961,9,2,6.192593374
158,92,28,7,17,73,100,0.287,0.789,13,8,5.575690304
147,93,27,3,28,92,84,0.287,0.876,7,4,7.057104455
147,82,24,10,22,70,94,0.287,0.863,6,3,6.724072291
163,82,42,1,16,106,86,0.287,0.788,25,6,6.873834612
144,58,23,8,1,32,74,0.287,0.681,5,5,5.627162278
146,62,27,6,7,58,75,0.286,0.755,13,4,5.575690304
154,98,49,1,28,104,104,0.286,0.91,19,7,6.977923209
143,86,25,7,16,79,87,0.284,0.898,9,1,7.198345714
144,92,38,4,13,85,54,0.283,0.76,17,10,6.633502456
156,94,39,5,29,101,89,0.282,0.864,14,3,6.645911714
149,88,36,3,20,95,70,0.282,0.797,16,13,6.724072291
155,94,43,1,36,141,139,0.282,0.88,23,3,6.908596718
151,80,18,9,5,54,102,0.281,0.671,5,3,5.572804616
142,83,24,0,30,101,110,0.281,0.922,13,4,6.998773348
151,83,35,1,22,91,67,0.28,0.819,16,3,7.073406966
160,84,49,2,19,85,112,0.28,0.814,18,6,7.27177462
134,60,35,1,20,97,70,0.28,0.782,22,9,5.705810974
127,66,33,2,22,75,70,0.279,0.83,13,2,5.579983201
137,99,22,0,40,103,143,0.279,0.911,14,5,7.209626713
160,109,28,2,39,100,119,0.278,0.897,25,3,7.095683361
162,98,42,0,27,106,65,0.278,0.807,12,8,6.805377231
129,65,26,1,13,58,82,0.277,0.735,18,3,6.891563379
116,73,31,2,8,50,71,0.277,0.76,7,1,5.772376971
147,65,28,3,22,76,86,0.277,0.771,22,6,6.748895875
160,80,39,2,23,100,89,0.277,0.786,12,5,5.669714629
156,101,28,2,36,116,125,0.277,0.851,18,6,7.156381202
130,76,27,1,32,105,78,0.276,0.881,14,6,6.665057271
148,83,30,1,25,96,108,0.276,0.82,14,9,6.396713357
137,89,32,2,39,89,127,0.275,1.002,11,2,6.998773348
145,75,37,3,19,70,97,0.275,0.807,13,6,5.794653366
148,78,35,4,19,72,93,0.275,0.838,12,6,7.073406966
145,103,32,6,12,67,74,0.273,0.75,5,6,6.970744625
140,70,24,1,21,78,79,0.273,0.789,14,6,6.371570321
146,69,24,7,14,57,89,0.273,0.764,7,4,5.645911714
147,64,34,2,7,52,54,0.273,0.712,21,1,6.516738645
138,66,25,2,15,69,71,0.273,0.781,14,7,6.970744625
142,63,31,1,25,85,106,0.273,0.863,10,7,6.767781219
143,83,31,4,24,71,97,0.272,0.827,9,4,7.022899127
159,75,32,2,27,106,99,0.272,0.788,21,11,6.572804616
162,97,28,2,45,124,151,0.272,0.927,18,5,6.805377231
155,91,31,2,31,92,131,0.271,0.888,9,6,6.724072291
139,64,16,4,15,55,100,0.271,0.743,7,3,6.292963919
145,59,27,3,6,67,60,0.27,0.703,6,5,5.873834612
156,80,37,6,19,94,82,0.27,0.759,17,6,6.633502456
112,65,22,4,5,41,58,0.27,0.704,9,1,5.600833339
143,71,17,1,13,49,73,0.269,0.743,7,5,5.451709218
152,64,35,0,10,83,67,0.269,0.761,20,3,6.982174086
143,78,15,14,3,53,79,0.268,0.676,4,4,6.497944744
142,54,21,6,9,57,87,0.268,0.723,13,3,5.591227699
146,78,34,4,19,77,155,0.268,0.844,5,3,5.593993915
160,92,32,3,24,96,104,0.267,0.78,13,2,6.663885085
148,70,25,4,7,37,86,0.267,0.698,8,2,6.783657981
153,87,35,0,42,105,115,0.267,0.952,11,4,6.794653366
135,50,30,0,13,64,94,0.266,0.721,15,2,5.572804616
128,64,28,4,7,38,82,0.266,0.726,8,1,6.744043372
159,111,30,3,47,131,182,0.266,0.958,5,5,7.143606888
158,69,36,7,16,83,66,0.265,0.779,12,7,6.724072291
153,102,44,2,15,62,116,0.264,0.763,4,2,6.998773348
156,85,42,6,8,62,113,0.263,0.707,9,2,5.748895875
119,77,19,1,15,64,61,0.263,0.778,21,2,7.187601434
151,68,31,2,19,75,75,0.261,0.741,11,4,5.593993915
134,56,21,0,23,67,131,0.261,0.78,10,7,5.855351206
154,92,21,2,38,112,77,0.26,0.867,7,4,7.049925871
142,56,25,2,13,81,41,0.259,0.726,14,7,6.697743352
154,92,29,0,21,77,105,0.259,0.804,11,6,6.123032969
135,69,16,9,8,43,65,0.259,0.689,20,3,5.627162278
146,66,29,5,26,84,120,0.259,0.811,14,2,5.970744625
140,76,28,2,5,39,77,0.258,0.682,17,8,6.998773348
152,80,35,0,17,67,109,0.257,0.723,11,8,5.614197301
150,52,33,6,18,77,106,0.256,0.756,8,5,6.326132283
150,58,21,3,9,62,74,0.256,0.656,11,6,5.620728168
138,71,31,3,11,73,76,0.255,0.748,8,2,5.970744625
156,73,36,6,11,71,124,0.255,0.714,15,4,5.57640874
141,70,27,5,8,59,70,0.254,0.691,10,3,6.049925871
147,74,31,5,18,76,137,0.253,0.774,13,2,6.940781401
147,63,34,0,12,61,53,0.253,0.725,14,3,6.33872141
120,59,22,1,3,31,45,0.252,0.651,9,4,5.724072291
141,66,25,5,5,47,59,0.251,0.648,7,3,5.572804616
158,47,21,6,1,40,70,0.251,0.597,8,3,5.620728168
135,80,20,1,15,34,44,0.251,0.727,12,2,6.396713357
152,61,24,2,14,65,49,0.25,0.647,13,2,6.095683361
158,90,26,1,20,68,121,0.25,0.779,14,7,6.49362337
156,97,25,0,41,107,140,0.25,0.939,9,5,7.049925871
154,83,31,4,26,102,106,0.25,0.762,15,6,6.774656737
148,39,24,3,4,34,59,0.249,0.625,5,2,6.156381202
154,78,31,5,9,52,94,0.248,0.684,7,5,5.583528481
144,71,31,2,6,42,95,0.248,0.675,8,0,6.049925871
131,51,21,6,18,50,123,0.248,0.772,6,4,5.587045055
140,64,22,2,14,61,67,0.245,0.678,9,2,6.433142622
137,71,26,1,13,57,92,0.244,0.758,11,4,5.607566722
124,74,45,3,12,63,104,0.243,0.765,11,5,5.873834612
158,50,30,2,23,80,103,0.24,0.714,13,6,6.663885085
126,63,22,0,31,77,112,0.239,0.786,5,1,7.192593374
144,79,26,2,28,74,114,0.237,0.776,6,2,6.794653366
161,76,20,1,26,99,102,0.235,0.663,20,6,6.901863335
130,61,13,4,14,52,73,0.235,0.689,12,6,7.169401712
143,43,12,2,4,47,66,0.229,0.594,8,5,6.836046051
146,49,16,1,11,39,92,0.228,0.634,25,4,6.27177462
152,71,37,0,20,59,123,0.228,0.704,17,4,6.855351206
150,58,18,3,13,57,177,0.225,0.634,16,5,6.095683361
141,41,18,1,2,29,66,0.225,0.576,9,2,5.582821737
146,57,31,4,21,64,142,0.209,0.713,18,1,6.192593374
